n_bin,bin,bin_from,bin_to,bin_size,variable,tmp_avg,tmp_djf,tmp_jja,ppt_djf,ppt_jja
3903,"(499.475,499.5]",499.475,499.5,0.025,ppt,NA,NA,NA,2.694401034649997e-4,0
3904,"(499.5,499.525]",499.5,499.525,0.025,ppt,NA,NA,NA,5.388802069299995e-5,0
3905,"(499.575,499.6]",499.575,499.6,0.025,ppt,NA,NA,NA,3.125505200193997e-4,0
3906,"(499.675,499.7]",499.675,499.7,0.025,ppt,NA,NA,NA,3.341057282965997e-4,0
3907,"(499.775,499.8]",499.775,499.8,0.025,ppt,NA,NA,NA,2.155520827719998e-4,0
3908,"(499.8,499.825]",499.8,499.825,0.025,ppt,NA,NA,NA,3.2332812415799966e-5,0
3909,"(499.875,499.9]",499.875,499.9,0.025,ppt,NA,NA,NA,2.586624993263997e-4,0
3910,"(499.975,500]",499.975,500,0.025,ppt,NA,NA,NA,3.341057282965997e-4,0
3911,"(500,500.025]",500,500.025,0.025,ppt,NA,NA,NA,6.466562483159993e-5,0
3912,"(500.075,500.1]",500.075,500.1,0.025,ppt,NA,NA,NA,3.341057282965997e-4,0
3913,"(500.175,500.2]",500.175,500.2,0.025,ppt,NA,NA,NA,3.664385407123996e-4,0
3914,"(500.275,500.3]",500.275,500.3,0.025,ppt,NA,NA,NA,2.909953117421997e-4,0
3915,"(500.3,500.325]",500.3,500.325,0.025,ppt,NA,NA,NA,5.388802069299995e-5,0
3916,"(500.375,500.4]",500.375,500.4,0.025,ppt,NA,NA,NA,2.802177076035997e-4,0
3917,"(500.475,500.5]",500.475,500.5,0.025,ppt,NA,NA,NA,2.155520827719998e-4,0
3918,"(500.5,500.525]",500.5,500.525,0.025,ppt,NA,NA,NA,1.2933124966319986e-4,0
3919,"(500.575,500.6]",500.575,500.6,0.025,ppt,NA,NA,NA,3.125505200193997e-4,0
3920,"(500.675,500.7]",500.675,500.7,0.025,ppt,NA,NA,NA,3.664385407123996e-4,0
3921,"(500.775,500.8]",500.775,500.8,0.025,ppt,NA,NA,NA,3.017729158807997e-4,0
3922,"(500.8,500.825]",500.8,500.825,0.025,ppt,NA,NA,NA,7.544322897019993e-5,0
3923,"(500.875,500.9]",500.875,500.9,0.025,ppt,NA,NA,NA,3.987713531281996e-4,0
3924,"(500.975,501]",500.975,501,0.025,ppt,NA,NA,NA,2.4788489518779973e-4,0
3925,"(501,501.025]",501,501.025,0.025,ppt,NA,NA,NA,1.077760413859999e-4,0
3926,"(501.075,501.1]",501.075,501.1,0.025,ppt,NA,NA,NA,3.5566093657379963e-4,0
3927,"(501.175,501.2]",501.175,501.2,0.025,ppt,NA,NA,NA,2.4788489518779973e-4,0
3928,"(501.275,501.3]",501.275,501.3,0.025,ppt,NA,NA,NA,2.047744786333998e-4,0
3929,"(501.3,501.325]",501.3,501.325,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
3930,"(501.375,501.4]",501.375,501.4,0.025,ppt,NA,NA,NA,3.233281241579997e-4,0
3931,"(501.475,501.5]",501.475,501.5,0.025,ppt,NA,NA,NA,2.694401034649997e-4,0
3932,"(501.5,501.525]",501.5,501.525,0.025,ppt,NA,NA,NA,8.622083310879991e-5,0
3933,"(501.575,501.6]",501.575,501.6,0.025,ppt,NA,NA,NA,3.772161448509996e-4,0
3934,"(501.675,501.7]",501.675,501.7,0.025,ppt,NA,NA,NA,2.802177076035997e-4,0
3935,"(501.775,501.8]",501.775,501.8,0.025,ppt,NA,NA,NA,2.694401034649997e-4,0
3936,"(501.8,501.825]",501.8,501.825,0.025,ppt,NA,NA,NA,4.3110416554399954e-5,0
3937,"(501.875,501.9]",501.875,501.9,0.025,ppt,NA,NA,NA,2.802177076035997e-4,0
3938,"(501.975,502]",501.975,502,0.025,ppt,NA,NA,NA,2.155520827719998e-4,0
3939,"(502,502.025]",502,502.025,0.025,ppt,NA,NA,NA,5.388802069299995e-5,0
3940,"(502.075,502.1]",502.075,502.1,0.025,ppt,NA,NA,NA,3.772161448509996e-4,0
3941,"(502.175,502.2]",502.175,502.2,0.025,ppt,NA,NA,NA,2.586624993263997e-4,0
3942,"(502.275,502.3]",502.275,502.3,0.025,ppt,NA,NA,NA,2.694401034649997e-4,0
3943,"(502.3,502.325]",502.3,502.325,0.025,ppt,NA,NA,NA,3.2332812415799966e-5,0
3944,"(502.375,502.4]",502.375,502.4,0.025,ppt,NA,NA,NA,2.802177076035997e-4,0
3945,"(502.475,502.5]",502.475,502.5,0.025,ppt,NA,NA,NA,2.802177076035997e-4,0
3946,"(502.5,502.525]",502.5,502.525,0.025,ppt,NA,NA,NA,8.622083310879991e-5,0
3947,"(502.575,502.6]",502.575,502.6,0.025,ppt,NA,NA,NA,3.4488333243519963e-4,0
3948,"(502.675,502.7]",502.675,502.7,0.025,ppt,NA,NA,NA,2.4788489518779973e-4,0
3949,"(502.775,502.8]",502.775,502.8,0.025,ppt,NA,NA,NA,3.233281241579997e-4,0
3950,"(502.8,502.825]",502.8,502.825,0.025,ppt,NA,NA,NA,8.622083310879991e-5,0
3951,"(502.875,502.9]",502.875,502.9,0.025,ppt,NA,NA,NA,2.586624993263997e-4,0
3952,"(502.975,503]",502.975,503,0.025,ppt,NA,NA,NA,2.3710729104919976e-4,0
3953,"(503,503.025]",503,503.025,0.025,ppt,NA,NA,NA,8.622083310879991e-5,0
3954,"(503.075,503.1]",503.075,503.1,0.025,ppt,NA,NA,NA,3.5566093657379963e-4,0
3955,"(503.175,503.2]",503.175,503.2,0.025,ppt,NA,NA,NA,2.586624993263997e-4,0
3956,"(503.275,503.3]",503.275,503.3,0.025,ppt,NA,NA,NA,1.7244166621759982e-4,0
3957,"(503.3,503.325]",503.3,503.325,0.025,ppt,NA,NA,NA,6.466562483159993e-5,0
3958,"(503.375,503.4]",503.375,503.4,0.025,ppt,NA,NA,NA,2.586624993263997e-4,0
3959,"(503.475,503.5]",503.475,503.5,0.025,ppt,NA,NA,NA,1.5088645794039985e-4,0
3960,"(503.5,503.525]",503.5,503.525,0.025,ppt,NA,NA,NA,7.544322897019993e-5,0
3961,"(503.575,503.6]",503.575,503.6,0.025,ppt,NA,NA,NA,3.5566093657379963e-4,0
3962,"(503.675,503.7]",503.675,503.7,0.025,ppt,NA,NA,NA,2.909953117421997e-4,0
3963,"(503.775,503.8]",503.775,503.8,0.025,ppt,NA,NA,NA,2.3710729104919976e-4,0
3964,"(503.8,503.825]",503.8,503.825,0.025,ppt,NA,NA,NA,7.544322897019993e-5,0
3965,"(503.875,503.9]",503.875,503.9,0.025,ppt,NA,NA,NA,3.233281241579997e-4,0
3966,"(503.975,504]",503.975,504,0.025,ppt,NA,NA,NA,1.832192703561998e-4,0
3967,"(504,504.025]",504,504.025,0.025,ppt,NA,NA,NA,3.2332812415799966e-5,0
3968,"(504.075,504.1]",504.075,504.1,0.025,ppt,NA,NA,NA,3.341057282965997e-4,0
3969,"(504.175,504.2]",504.175,504.2,0.025,ppt,NA,NA,NA,2.4788489518779973e-4,0
3970,"(504.275,504.3]",504.275,504.3,0.025,ppt,NA,NA,NA,3.125505200193997e-4,0
3971,"(504.3,504.325]",504.3,504.325,0.025,ppt,NA,NA,NA,5.388802069299995e-5,0
3972,"(504.375,504.4]",504.375,504.4,0.025,ppt,NA,NA,NA,3.233281241579997e-4,0
3973,"(504.475,504.5]",504.475,504.5,0.025,ppt,NA,NA,NA,2.2632968691059977e-4,0
3974,"(504.5,504.525]",504.5,504.525,0.025,ppt,NA,NA,NA,7.544322897019993e-5,0
3975,"(504.575,504.6]",504.575,504.6,0.025,ppt,NA,NA,NA,3.4488333243519963e-4,0
3976,"(504.675,504.7]",504.675,504.7,0.025,ppt,NA,NA,NA,2.3710729104919976e-4,0
3977,"(504.775,504.8]",504.775,504.8,0.025,ppt,NA,NA,NA,1.7244166621759982e-4,0
3978,"(504.8,504.825]",504.8,504.825,0.025,ppt,NA,NA,NA,7.544322897019993e-5,0
3979,"(504.875,504.9]",504.875,504.9,0.025,ppt,NA,NA,NA,2.909953117421997e-4,0
3980,"(504.975,505]",504.975,505,0.025,ppt,NA,NA,NA,1.7244166621759982e-4,0
3981,"(505,505.025]",505,505.025,0.025,ppt,NA,NA,NA,5.388802069299995e-5,0
3982,"(505.075,505.1]",505.075,505.1,0.025,ppt,NA,NA,NA,3.4488333243519963e-4,0
3983,"(505.175,505.2]",505.175,505.2,0.025,ppt,NA,NA,NA,3.664385407123996e-4,0
3984,"(505.275,505.3]",505.275,505.3,0.025,ppt,NA,NA,NA,2.047744786333998e-4,0
3985,"(505.3,505.325]",505.3,505.325,0.025,ppt,NA,NA,NA,4.3110416554399954e-5,0
3986,"(505.375,505.4]",505.375,505.4,0.025,ppt,NA,NA,NA,2.586624993263997e-4,0
3987,"(505.475,505.5]",505.475,505.5,0.025,ppt,NA,NA,NA,2.155520827719998e-4,0
3988,"(505.5,505.525]",505.5,505.525,0.025,ppt,NA,NA,NA,5.388802069299995e-5,0
3989,"(505.575,505.6]",505.575,505.6,0.025,ppt,NA,NA,NA,2.586624993263997e-4,0
3990,"(505.675,505.7]",505.675,505.7,0.025,ppt,NA,NA,NA,3.4488333243519963e-4,0
3991,"(505.775,505.8]",505.775,505.8,0.025,ppt,NA,NA,NA,2.4788489518779973e-4,0
3992,"(505.8,505.825]",505.8,505.825,0.025,ppt,NA,NA,NA,6.466562483159993e-5,0
3993,"(505.875,505.9]",505.875,505.9,0.025,ppt,NA,NA,NA,1.939968744947998e-4,0
3994,"(505.975,506]",505.975,506,0.025,ppt,NA,NA,NA,1.939968744947998e-4,0
3995,"(506,506.025]",506,506.025,0.025,ppt,NA,NA,NA,6.466562483159993e-5,0
3996,"(506.075,506.1]",506.075,506.1,0.025,ppt,NA,NA,NA,3.233281241579997e-4,0
3997,"(506.175,506.2]",506.175,506.2,0.025,ppt,NA,NA,NA,2.155520827719998e-4,0
3998,"(506.275,506.3]",506.275,506.3,0.025,ppt,NA,NA,NA,1.939968744947998e-4,0
3999,"(506.3,506.325]",506.3,506.325,0.025,ppt,NA,NA,NA,6.466562483159993e-5,0
4000,"(506.375,506.4]",506.375,506.4,0.025,ppt,NA,NA,NA,2.155520827719998e-4,0
4001,"(506.475,506.5]",506.475,506.5,0.025,ppt,NA,NA,NA,2.586624993263997e-4,0
4002,"(506.5,506.525]",506.5,506.525,0.025,ppt,NA,NA,NA,3.2332812415799966e-5,0
4003,"(506.575,506.6]",506.575,506.6,0.025,ppt,NA,NA,NA,3.125505200193997e-4,0
4004,"(506.675,506.7]",506.675,506.7,0.025,ppt,NA,NA,NA,3.4488333243519963e-4,0
4005,"(506.775,506.8]",506.775,506.8,0.025,ppt,NA,NA,NA,2.586624993263997e-4,0
4006,"(506.8,506.825]",506.8,506.825,0.025,ppt,NA,NA,NA,9.69984372473999e-5,0
4007,"(506.875,506.9]",506.875,506.9,0.025,ppt,NA,NA,NA,2.047744786333998e-4,0
4008,"(506.975,507]",506.975,507,0.025,ppt,NA,NA,NA,2.909953117421997e-4,0
4009,"(507,507.025]",507,507.025,0.025,ppt,NA,NA,NA,4.3110416554399954e-5,0
4010,"(507.075,507.1]",507.075,507.1,0.025,ppt,NA,NA,NA,2.909953117421997e-4,0
4011,"(507.175,507.2]",507.175,507.2,0.025,ppt,NA,NA,NA,3.233281241579997e-4,0
4012,"(507.275,507.3]",507.275,507.3,0.025,ppt,NA,NA,NA,1.4010885380179986e-4,0
4013,"(507.3,507.325]",507.3,507.325,0.025,ppt,NA,NA,NA,4.3110416554399954e-5,0
4014,"(507.375,507.4]",507.375,507.4,0.025,ppt,NA,NA,NA,2.3710729104919976e-4,0
4015,"(507.475,507.5]",507.475,507.5,0.025,ppt,NA,NA,NA,2.2632968691059977e-4,0
4016,"(507.5,507.525]",507.5,507.525,0.025,ppt,NA,NA,NA,5.388802069299995e-5,0
4017,"(507.575,507.6]",507.575,507.6,0.025,ppt,NA,NA,NA,3.5566093657379963e-4,0
4018,"(507.675,507.7]",507.675,507.7,0.025,ppt,NA,NA,NA,2.4788489518779973e-4,0
4019,"(507.775,507.8]",507.775,507.8,0.025,ppt,NA,NA,NA,2.2632968691059977e-4,0
4020,"(507.8,507.825]",507.8,507.825,0.025,ppt,NA,NA,NA,9.69984372473999e-5,0
4021,"(507.875,507.9]",507.875,507.9,0.025,ppt,NA,NA,NA,3.017729158807997e-4,0
4022,"(507.975,508]",507.975,508,0.025,ppt,NA,NA,NA,2.2632968691059977e-4,0
4023,"(508,508.025]",508,508.025,0.025,ppt,NA,NA,NA,3.2332812415799966e-5,0
4024,"(508.075,508.1]",508.075,508.1,0.025,ppt,NA,NA,NA,3.4488333243519963e-4,0
4025,"(508.175,508.2]",508.175,508.2,0.025,ppt,NA,NA,NA,2.909953117421997e-4,0
4026,"(508.275,508.3]",508.275,508.3,0.025,ppt,NA,NA,NA,2.155520827719998e-4,0
4027,"(508.3,508.325]",508.3,508.325,0.025,ppt,NA,NA,NA,3.2332812415799966e-5,0
4028,"(508.375,508.4]",508.375,508.4,0.025,ppt,NA,NA,NA,2.4788489518779973e-4,0
4029,"(508.475,508.5]",508.475,508.5,0.025,ppt,NA,NA,NA,1.832192703561998e-4,0
4030,"(508.5,508.525]",508.5,508.525,0.025,ppt,NA,NA,NA,7.544322897019993e-5,0
4031,"(508.575,508.6]",508.575,508.6,0.025,ppt,NA,NA,NA,2.3710729104919976e-4,0
4032,"(508.675,508.7]",508.675,508.7,0.025,ppt,NA,NA,NA,2.3710729104919976e-4,0
4033,"(508.775,508.8]",508.775,508.8,0.025,ppt,NA,NA,NA,1.7244166621759982e-4,0
4034,"(508.8,508.825]",508.8,508.825,0.025,ppt,NA,NA,NA,3.2332812415799966e-5,0
4035,"(508.875,508.9]",508.875,508.9,0.025,ppt,NA,NA,NA,2.586624993263997e-4,0
4036,"(508.975,509]",508.975,509,0.025,ppt,NA,NA,NA,1.939968744947998e-4,0
4037,"(509,509.025]",509,509.025,0.025,ppt,NA,NA,NA,1.2933124966319986e-4,0
4038,"(509.075,509.1]",509.075,509.1,0.025,ppt,NA,NA,NA,3.987713531281996e-4,0
4039,"(509.175,509.2]",509.175,509.2,0.025,ppt,NA,NA,NA,2.694401034649997e-4,0
4040,"(509.275,509.3]",509.275,509.3,0.025,ppt,NA,NA,NA,3.125505200193997e-4,0
4041,"(509.3,509.325]",509.3,509.325,0.025,ppt,NA,NA,NA,4.3110416554399954e-5,0
4042,"(509.375,509.4]",509.375,509.4,0.025,ppt,NA,NA,NA,2.3710729104919976e-4,0
4043,"(509.475,509.5]",509.475,509.5,0.025,ppt,NA,NA,NA,1.939968744947998e-4,0
4044,"(509.5,509.525]",509.5,509.525,0.025,ppt,NA,NA,NA,7.544322897019993e-5,0
4045,"(509.575,509.6]",509.575,509.6,0.025,ppt,NA,NA,NA,2.802177076035997e-4,0
4046,"(509.675,509.7]",509.675,509.7,0.025,ppt,NA,NA,NA,2.155520827719998e-4,0
4047,"(509.775,509.8]",509.775,509.8,0.025,ppt,NA,NA,NA,1.939968744947998e-4,0
4048,"(509.8,509.825]",509.8,509.825,0.025,ppt,NA,NA,NA,6.466562483159993e-5,0
4049,"(509.875,509.9]",509.875,509.9,0.025,ppt,NA,NA,NA,2.909953117421997e-4,0
4050,"(509.975,510]",509.975,510,0.025,ppt,NA,NA,NA,3.017729158807997e-4,0
4051,"(510,510.025]",510,510.025,0.025,ppt,NA,NA,NA,8.622083310879991e-5,0
4052,"(510.075,510.1]",510.075,510.1,0.025,ppt,NA,NA,NA,1.832192703561998e-4,0
4053,"(510.175,510.2]",510.175,510.2,0.025,ppt,NA,NA,NA,3.341057282965997e-4,0
4054,"(510.275,510.3]",510.275,510.3,0.025,ppt,NA,NA,NA,2.155520827719998e-4,0
4055,"(510.3,510.325]",510.3,510.325,0.025,ppt,NA,NA,NA,8.622083310879991e-5,0
4056,"(510.375,510.4]",510.375,510.4,0.025,ppt,NA,NA,NA,3.772161448509996e-4,0
4057,"(510.475,510.5]",510.475,510.5,0.025,ppt,NA,NA,NA,2.3710729104919976e-4,0
4058,"(510.5,510.525]",510.5,510.525,0.025,ppt,NA,NA,NA,1.0777604138599989e-5,0
4059,"(510.575,510.6]",510.575,510.6,0.025,ppt,NA,NA,NA,3.4488333243519963e-4,0
4060,"(510.675,510.7]",510.675,510.7,0.025,ppt,NA,NA,NA,2.3710729104919976e-4,0
4061,"(510.775,510.8]",510.775,510.8,0.025,ppt,NA,NA,NA,2.694401034649997e-4,0
4062,"(510.8,510.825]",510.8,510.825,0.025,ppt,NA,NA,NA,8.622083310879991e-5,0
4063,"(510.875,510.9]",510.875,510.9,0.025,ppt,NA,NA,NA,3.125505200193997e-4,0
4064,"(510.975,511]",510.975,511,0.025,ppt,NA,NA,NA,2.3710729104919976e-4,0
4065,"(511,511.025]",511,511.025,0.025,ppt,NA,NA,NA,5.388802069299995e-5,0
4066,"(511.075,511.1]",511.075,511.1,0.025,ppt,NA,NA,NA,2.586624993263997e-4,0
4067,"(511.175,511.2]",511.175,511.2,0.025,ppt,NA,NA,NA,3.664385407123996e-4,0
4068,"(511.275,511.3]",511.275,511.3,0.025,ppt,NA,NA,NA,2.3710729104919976e-4,0
4069,"(511.3,511.325]",511.3,511.325,0.025,ppt,NA,NA,NA,6.466562483159993e-5,0
4070,"(511.375,511.4]",511.375,511.4,0.025,ppt,NA,NA,NA,3.341057282965997e-4,0
4071,"(511.475,511.5]",511.475,511.5,0.025,ppt,NA,NA,NA,2.694401034649997e-4,0
4072,"(511.5,511.525]",511.5,511.525,0.025,ppt,NA,NA,NA,4.3110416554399954e-5,0
4073,"(511.575,511.6]",511.575,511.6,0.025,ppt,NA,NA,NA,2.694401034649997e-4,0
4074,"(511.675,511.7]",511.675,511.7,0.025,ppt,NA,NA,NA,1.6166406207899985e-4,0
4075,"(511.775,511.8]",511.775,511.8,0.025,ppt,NA,NA,NA,2.047744786333998e-4,0
4076,"(511.8,511.825]",511.8,511.825,0.025,ppt,NA,NA,NA,4.3110416554399954e-5,0
4077,"(511.875,511.9]",511.875,511.9,0.025,ppt,NA,NA,NA,2.586624993263997e-4,0
4078,"(511.975,512]",511.975,512,0.025,ppt,NA,NA,NA,2.909953117421997e-4,0
4079,"(512.075,512.1]",512.075,512.1,0.025,ppt,NA,NA,NA,2.694401034649997e-4,0
4080,"(512.175,512.2]",512.175,512.2,0.025,ppt,NA,NA,NA,2.909953117421997e-4,0
4081,"(512.275,512.3]",512.275,512.3,0.025,ppt,NA,NA,NA,2.3710729104919976e-4,0
4082,"(512.3,512.325]",512.3,512.325,0.025,ppt,NA,NA,NA,8.622083310879991e-5,0
4083,"(512.375,512.4]",512.375,512.4,0.025,ppt,NA,NA,NA,2.2632968691059977e-4,0
4084,"(512.475,512.5]",512.475,512.5,0.025,ppt,NA,NA,NA,2.047744786333998e-4,0
4085,"(512.575,512.6]",512.575,512.6,0.025,ppt,NA,NA,NA,4.203265614053996e-4,0
4086,"(512.675,512.7]",512.675,512.7,0.025,ppt,NA,NA,NA,1.939968744947998e-4,0
4087,"(512.775,512.8]",512.775,512.8,0.025,ppt,NA,NA,NA,2.694401034649997e-4,0
4088,"(512.8,512.825]",512.8,512.825,0.025,ppt,NA,NA,NA,4.3110416554399954e-5,0
4089,"(512.875,512.9]",512.875,512.9,0.025,ppt,NA,NA,NA,2.4788489518779973e-4,0
4090,"(512.975,513]",512.975,513,0.025,ppt,NA,NA,NA,3.664385407123996e-4,0
4091,"(513.075,513.1]",513.075,513.1,0.025,ppt,NA,NA,NA,3.233281241579997e-4,0
4092,"(513.175,513.2]",513.175,513.2,0.025,ppt,NA,NA,NA,2.694401034649997e-4,0
4093,"(513.275,513.3]",513.275,513.3,0.025,ppt,NA,NA,NA,2.586624993263997e-4,0
4094,"(513.375,513.4]",513.375,513.4,0.025,ppt,NA,NA,NA,1.5088645794039985e-4,0
4095,"(513.4,513.425]",513.4,513.425,0.025,ppt,NA,NA,NA,8.622083310879991e-5,0
4096,"(513.475,513.5]",513.475,513.5,0.025,ppt,NA,NA,NA,2.047744786333998e-4,0
4097,"(513.575,513.6]",513.575,513.6,0.025,ppt,NA,NA,NA,2.802177076035997e-4,0
4098,"(513.675,513.7]",513.675,513.7,0.025,ppt,NA,NA,NA,3.5566093657379963e-4,0
4099,"(513.775,513.8]",513.775,513.8,0.025,ppt,NA,NA,NA,3.341057282965997e-4,0
4100,"(513.875,513.9]",513.875,513.9,0.025,ppt,NA,NA,NA,1.4010885380179986e-4,0
4101,"(513.9,513.925]",513.9,513.925,0.025,ppt,NA,NA,NA,1.6166406207899985e-4,0
4102,"(513.975,514]",513.975,514,0.025,ppt,NA,NA,NA,3.233281241579997e-4,0
4103,"(514.075,514.1]",514.075,514.1,0.025,ppt,NA,NA,NA,2.3710729104919976e-4,0
4104,"(514.175,514.2]",514.175,514.2,0.025,ppt,NA,NA,NA,2.694401034649997e-4,0
4105,"(514.275,514.3]",514.275,514.3,0.025,ppt,NA,NA,NA,2.2632968691059977e-4,0
4106,"(514.375,514.4]",514.375,514.4,0.025,ppt,NA,NA,NA,1.1855364552459988e-4,0
4107,"(514.4,514.425]",514.4,514.425,0.025,ppt,NA,NA,NA,1.077760413859999e-4,0
4108,"(514.475,514.5]",514.475,514.5,0.025,ppt,NA,NA,NA,2.694401034649997e-4,0
4109,"(514.575,514.6]",514.575,514.6,0.025,ppt,NA,NA,NA,2.586624993263997e-4,0
4110,"(514.675,514.7]",514.675,514.7,0.025,ppt,NA,NA,NA,3.772161448509996e-4,0
4111,"(514.775,514.8]",514.775,514.8,0.025,ppt,NA,NA,NA,3.017729158807997e-4,0
4112,"(514.875,514.9]",514.875,514.9,0.025,ppt,NA,NA,NA,1.077760413859999e-4,0
4113,"(514.9,514.925]",514.9,514.925,0.025,ppt,NA,NA,NA,1.077760413859999e-4,0
4114,"(514.975,515]",514.975,515,0.025,ppt,NA,NA,NA,2.802177076035997e-4,0
4115,"(515.075,515.1]",515.075,515.1,0.025,ppt,NA,NA,NA,3.879937489895996e-4,0
4116,"(515.175,515.2]",515.175,515.2,0.025,ppt,NA,NA,NA,3.017729158807997e-4,0
4117,"(515.275,515.3]",515.275,515.3,0.025,ppt,NA,NA,NA,2.3710729104919976e-4,0
4118,"(515.375,515.4]",515.375,515.4,0.025,ppt,NA,NA,NA,2.155520827719998e-4,0
4119,"(515.4,515.425]",515.4,515.425,0.025,ppt,NA,NA,NA,8.622083310879991e-5,0
4120,"(515.475,515.5]",515.475,515.5,0.025,ppt,NA,NA,NA,2.586624993263997e-4,0
4121,"(515.575,515.6]",515.575,515.6,0.025,ppt,NA,NA,NA,3.017729158807997e-4,0
4122,"(515.675,515.7]",515.675,515.7,0.025,ppt,NA,NA,NA,2.047744786333998e-4,0
4123,"(515.775,515.8]",515.775,515.8,0.025,ppt,NA,NA,NA,2.694401034649997e-4,0
4124,"(515.875,515.9]",515.875,515.9,0.025,ppt,NA,NA,NA,2.155520827719998e-4,0
4125,"(515.9,515.925]",515.9,515.925,0.025,ppt,NA,NA,NA,1.1855364552459988e-4,0
4126,"(515.975,516]",515.975,516,0.025,ppt,NA,NA,NA,2.2632968691059977e-4,0
4127,"(516.075,516.1]",516.075,516.1,0.025,ppt,NA,NA,NA,3.5566093657379963e-4,0
4128,"(516.175,516.2]",516.175,516.2,0.025,ppt,NA,NA,NA,3.017729158807997e-4,0
4129,"(516.275,516.3]",516.275,516.3,0.025,ppt,NA,NA,NA,3.233281241579997e-4,0
4130,"(516.375,516.4]",516.375,516.4,0.025,ppt,NA,NA,NA,1.5088645794039985e-4,0
4131,"(516.4,516.425]",516.4,516.425,0.025,ppt,NA,NA,NA,1.4010885380179986e-4,0
4132,"(516.475,516.5]",516.475,516.5,0.025,ppt,NA,NA,NA,2.3710729104919976e-4,0
4133,"(516.575,516.6]",516.575,516.6,0.025,ppt,NA,NA,NA,3.664385407123996e-4,0
4134,"(516.675,516.7]",516.675,516.7,0.025,ppt,NA,NA,NA,2.3710729104919976e-4,0
4135,"(516.775,516.8]",516.775,516.8,0.025,ppt,NA,NA,NA,3.987713531281996e-4,0
4136,"(516.875,516.9]",516.875,516.9,0.025,ppt,NA,NA,NA,1.7244166621759982e-4,0
4137,"(516.9,516.925]",516.9,516.925,0.025,ppt,NA,NA,NA,1.077760413859999e-4,0
4138,"(516.975,517]",516.975,517,0.025,ppt,NA,NA,NA,1.939968744947998e-4,0
4139,"(517.075,517.1]",517.075,517.1,0.025,ppt,NA,NA,NA,3.125505200193997e-4,0
4140,"(517.175,517.2]",517.175,517.2,0.025,ppt,NA,NA,NA,2.586624993263997e-4,0
4141,"(517.275,517.3]",517.275,517.3,0.025,ppt,NA,NA,NA,2.2632968691059977e-4,0
4142,"(517.375,517.4]",517.375,517.4,0.025,ppt,NA,NA,NA,2.3710729104919976e-4,0
4143,"(517.4,517.425]",517.4,517.425,0.025,ppt,NA,NA,NA,1.6166406207899985e-4,0
4144,"(517.475,517.5]",517.475,517.5,0.025,ppt,NA,NA,NA,2.802177076035997e-4,0
4145,"(517.575,517.6]",517.575,517.6,0.025,ppt,NA,NA,NA,2.3710729104919976e-4,0
4146,"(517.675,517.7]",517.675,517.7,0.025,ppt,NA,NA,NA,1.7244166621759982e-4,0
4147,"(517.775,517.8]",517.775,517.8,0.025,ppt,NA,NA,NA,2.047744786333998e-4,0
4148,"(517.875,517.9]",517.875,517.9,0.025,ppt,NA,NA,NA,1.7244166621759982e-4,0
4149,"(517.9,517.925]",517.9,517.925,0.025,ppt,NA,NA,NA,9.69984372473999e-5,0
4150,"(517.975,518]",517.975,518,0.025,ppt,NA,NA,NA,3.125505200193997e-4,0
4151,"(518.075,518.1]",518.075,518.1,0.025,ppt,NA,NA,NA,2.2632968691059977e-4,0
4152,"(518.175,518.2]",518.175,518.2,0.025,ppt,NA,NA,NA,1.7244166621759982e-4,0
4153,"(518.275,518.3]",518.275,518.3,0.025,ppt,NA,NA,NA,2.802177076035997e-4,0
4154,"(518.375,518.4]",518.375,518.4,0.025,ppt,NA,NA,NA,1.077760413859999e-4,0
4155,"(518.4,518.425]",518.4,518.425,0.025,ppt,NA,NA,NA,1.077760413859999e-4,0
4156,"(518.475,518.5]",518.475,518.5,0.025,ppt,NA,NA,NA,1.939968744947998e-4,0
4157,"(518.575,518.6]",518.575,518.6,0.025,ppt,NA,NA,NA,2.909953117421997e-4,0
4158,"(518.675,518.7]",518.675,518.7,0.025,ppt,NA,NA,NA,2.586624993263997e-4,0
4159,"(518.775,518.8]",518.775,518.8,0.025,ppt,NA,NA,NA,2.3710729104919976e-4,0
4160,"(518.875,518.9]",518.875,518.9,0.025,ppt,NA,NA,NA,1.7244166621759982e-4,0
4161,"(518.9,518.925]",518.9,518.925,0.025,ppt,NA,NA,NA,9.69984372473999e-5,0
4162,"(518.975,519]",518.975,519,0.025,ppt,NA,NA,NA,2.586624993263997e-4,0
4163,"(519.075,519.1]",519.075,519.1,0.025,ppt,NA,NA,NA,2.909953117421997e-4,0
4164,"(519.175,519.2]",519.175,519.2,0.025,ppt,NA,NA,NA,2.3710729104919976e-4,0
4165,"(519.275,519.3]",519.275,519.3,0.025,ppt,NA,NA,NA,2.047744786333998e-4,0
4166,"(519.375,519.4]",519.375,519.4,0.025,ppt,NA,NA,NA,1.1855364552459988e-4,0
4167,"(519.4,519.425]",519.4,519.425,0.025,ppt,NA,NA,NA,9.69984372473999e-5,0
4168,"(519.475,519.5]",519.475,519.5,0.025,ppt,NA,NA,NA,2.2632968691059977e-4,0
4169,"(519.575,519.6]",519.575,519.6,0.025,ppt,NA,NA,NA,3.017729158807997e-4,0
4170,"(519.675,519.7]",519.675,519.7,0.025,ppt,NA,NA,NA,3.233281241579997e-4,0
